census_year,unit_id,hsu_id,admin_level,name_colonial,name_canonical_fr,name_canonical_ar,parent_controle_civil,is_urban_commune,pop_total,pop_tunisian_muslim,pop_tunisian_jewish,pop_french,pop_italian,pop_maltese,pop_other_european,pop_male,pop_female,num_households,centroid_lat,centroid_lon,source_ark
1946,TN_CAID_THALA,HSU_THALA,caidat,Caïdat de Thala,Thala,تالة,Thala,0,57894,57107,127,396,231,23,10,29642,28252,11352,35.57,8.67,ark:/12148/cb34015672x
1946,TN_CAID_SBEITLA,HSU_SBEITLA,caidat,Caïdat de Sbeïtla,Sbeïtla,سبيطلة,Thala,0,48988,48236,54,419,244,24,11,25082,23906,9605,35.23,9.13,ark:/12148/cb34015672x
1946,TN_CAID_KASSERINE,HSU_KASSERINE,caidat,Caïdat de Kasserine,Kasserine,القصرين,Thala,0,40081,39656,44,229,133,13,6,20521,19560,7859,35.1667,8.8333,ark:/12148/cb34015672x
1946,TN_COM_THALA,HSU_THALA,commune,Commune de Thala,Thala,تالة,Thala,1,4453,3304,98,610,399,29,13,2280,2173,873,35.57,8.67,ark:/12148/cb34015672x
1946,TN_CAID_SFAX,HSU_SFAX,caidat,Caïdat de Sfax,Sfax,صفاقس,Sfax,0,111335,108608,612,952,1058,74,31,57004,54331,21830,34.74,10.75,ark:/12148/cb34015672x
1946,TN_CAID_DJEBINIANA,HSU_DJEBINIANA,caidat,Caïdat des Djebiniana,Djebeniana,جبنيانة,Sfax,0,57894,57217,127,248,275,19,8,29642,28252,11352,35.0333,10.9,ark:/12148/cb34015672x
1946,TN_CAID_EL_DJEM,HSU_EL_DJEM,caidat,Caïdat d'El Djem,El Djem,الجم,Sfax,0,44534,43752,147,286,318,22,9,22801,21733,8732,35.3,10.7167,ark:/12148/cb34015672x
1946,TN_CAID_KERKENNAH,HSU_KERKENNAH,caidat,Caïdat des Kerkennah,Kerkennah,قرقنة,Sfax,0,17814,17709,20,34,47,3,1,9121,8693,3493,34.7333,11.2167,ark:/12148/cb34015672x
1946,TN_COM_SFAX,HSU_SFAX,commune,Commune de Sfax,Sfax Ville,مدينة صفاقس,Sfax,1,48988,28491,4311,7769,7446,680,291,25082,23906,9605,34.7406,10.7603,ark:/12148/cb34015672x
1946,TN_COM_EL_DJEM,HSU_EL_DJEM,commune,Commune d'El Djem,El Djem,الجم,Sfax,1,4453,3773,49,303,303,18,7,2280,2173,873,35.3,10.7167,ark:/12148/cb34015672x
1946,TN_CAID_GAFSA,HSU_GAFSA,caidat,Caïdat de Gafsa,Gafsa,قفصة,Gafsa,0,48988,47626,431,466,419,33,13,25082,23906,9605,34.42,8.78,ark:/12148/cb34015672x
1946,TN_CAID_TOZEUR,HSU_TOZEUR,caidat,Caïdat de Tozeur (Djérid),Tozeur,توزر,Gafsa,0,40081,39039,661,210,152,13,6,20521,19560,7859,33.9197,8.1336,ark:/12148/cb34015672x
1946,TN_CAID_SIDI_BOU_ZID,HSU_SIDI_BOU_ZID,caidat,Caïdat de Sidi Bou Zid,Sidi Bouzid,سيدي بوزيد,Gafsa,0,44534,44147,49,186,135,12,5,22801,21733,8732,35.0381,9.4858,ark:/12148/cb34015672x
1946,TN_COM_GAFSA,HSU_GAFSA,commune,Commune de Gafsa,Gafsa Ville,مدينة قفصة,Gafsa,1,13360,9493,1029,1476,1192,119,51,6840,6520,2620,34.425,8.7842,ark:/12148/cb34015672x
1946,TN_COM_METLAOUI,HSU_GAFSA,commune,Commune de Metlaoui,Metlaoui,المتلوي,Gafsa,1,13360,9598,294,1561,1734,121,52,6840,6520,2620,34.3333,8.4,ark:/12148/cb34015672x
1946,TN_COM_REDEYEF,HSU_GAFSA,commune,Commune de Redeyef,Redeyef,الرديف,Gafsa,1,11134,8647,122,1064,1182,83,36,5701,5433,2183,34.3833,8.15,ark:/12148/cb34015672x
1946,TN_COM_TOZEUR,HSU_TOZEUR,commune,Commune de Tozeur,Tozeur Ville,مدينة توزر,Gafsa,1,11134,9593,490,578,420,37,16,5701,5433,2183,33.9197,8.1336,ark:/12148/cb34015672x
1946,TN_COM_NEFTA,HSU_TOZEUR,commune,Commune de Nefta,Nefta,نفطة,Gafsa,1,11134,10363,245,289,210,18,9,5701,5433,2183,33.8731,7.8778,ark:/12148/cb34015672x
1946,TN_CAID_GABES,HSU_GABES,caidat,Caïdat de Gabès,Gabès,قابس,Gabès,0,55668,53998,612,550,444,44,20,28502,27166,10915,33.88,10.09,ark:/12148/cb34015672x
1946,TN_CAID_DJERBA,HSU_DJERBA,caidat,Caïdat de Djerba,Djerba,جربة,Gabès,0,57894,50701,6368,371,412,29,13,29642,28252,11352,33.8075,10.8451,ark:/12148/cb34015672x
1946,TN_COM_GABES,HSU_GABES,commune,Commune de Gabès,Gabès Ville,مدينة قابس,Gabès,1,17814,11425,1764,2544,1850,162,69,9121,8693,3493,33.8815,10.0982,ark:/12148/cb34015672x
1946,TN_COM_HOUMT_SOUK,HSU_DJERBA,commune,Commune de Houmt Souk,Houmt Souk,حومة السوق,Gabès,1,11134,7720,1837,757,757,44,19,5701,5433,2183,33.875,10.858,ark:/12148/cb34015672x
1946,TN_CAID_MEDENINE,HSU_MEDENINE,caidat,Caïdat de Médenine (Ouerghemma),Médenine,مدنين,Territoires du Sud,0,77935,76708,857,204,148,13,5,39903,38032,15281,33.3547,10.5053,ark:/12148/cb34015672x
1946,TN_CAID_TATAOUINE,HSU_TATAOUINE,caidat,Caïdat de Tataouine,Tataouine,تطاوين,Territoires du Sud,0,44534,43706,490,220,101,12,5,22801,21733,8732,32.9297,10.4517,ark:/12148/cb34015672x
1946,TN_CAID_KEBILI,HSU_KEBILI,caidat,Caïdat de Kébili (Nefzaoua),Kébili,قبلي,Territoires du Sud,0,33401,33058,184,95,56,6,2,17101,16300,6549,33.7044,8.9692,ark:/12148/cb34015672x
1946,TN_CAID_DOUZ,HSU_KEBILI,caidat,Caïdat de Douz,Douz,دوز,Territoires du Sud,0,26720,26640,29,31,18,2,0,13681,13039,5239,33.4667,9.0167,ark:/12148/cb34015672x
1946,TN_CAID_MATMATA,HSU_MATMATA,caidat,Caïdat de Matmata,Matmata,مطماطة,Territoires du Sud,0,22267,22180,24,38,22,2,1,11401,10866,4366,33.5431,9.9675,ark:/12148/cb34015672x
1946,TN_COM_MEDENINE,HSU_MEDENINE,commune,Commune de Médenine,Médenine,مدنين,Territoires du Sud,1,6680,5672,220,473,276,28,11,3420,3260,1310,33.3547,10.5053,ark:/12148/cb34015672x
1946,TN_COM_ZARZIS,HSU_MEDENINE,commune,Commune de Zarzis,Zarzis,جرجيس,Territoires du Sud,1,13360,12131,441,394,355,28,11,6840,6520,2620,33.5042,11.1122,ark:/12148/cb34015672x
1946,TN_COM_BEN_GARDANE,HSU_MEDENINE,commune,Commune de Ben Gardane,Ben Gardane,بنقردان,Territoires du Sud,1,8907,8389,98,231,168,15,6,4560,4347,1746,33.1389,11.2167,ark:/12148/cb34015672x
