census_year,loc_id,locality_name_fr,locality_name_ar,hsu_id,region_macro,latitude,longitude,pop_jewish_total,pop_jewish_tunisian,pop_jewish_french,pop_jewish_italian,pop_jewish_other_foreign,source_publication
1862,TN_JEW_DJERBA_HARA_SGHIRA,Djerba (Hara Sghira / Er-Riadh - Ghriba),جربة (الحارة الصغيرة / الرياض),HSU_DJERBA,South,33.8156,10.8589,874,874,0,0,0,"Victor Guérin, Voyage archéologique dans la Régence de Tunis, Paris: Plon, 1862 (ark:/12148/bpt6k10492823)"
1862,TN_JEW_ZARZIS,Zarzis,جرجيس,HSU_MEDENINE,South,33.5042,11.1122,694,694,0,0,0,"Victor Guérin, Voyage archéologique dans la Régence de Tunis, Paris: Plon, 1862 (ark:/12148/bpt6k10492823)"
1862,TN_JEW_BEN_GARDANE,Ben Gardane,بن قردان,HSU_MEDENINE,South,33.1389,11.2167,260,260,0,0,0,"Victor Guérin, Voyage archéologique dans la Régence de Tunis, Paris: Plon, 1862 (ark:/12148/bpt6k10492823)"
1862,TN_JEW_MEDENINE,Médenine,مدنين,HSU_MEDENINE,South,33.3547,10.5053,227,227,0,0,0,"Victor Guérin, Voyage archéologique dans la Régence de Tunis, Paris: Plon, 1862 (ark:/12148/bpt6k10492823)"
1862,TN_JEW_TATAOUINE,Tataouine,تطاوين,HSU_TATAOUINE,South,32.9297,10.4517,293,293,0,0,0,"Victor Guérin, Voyage archéologique dans la Régence de Tunis, Paris: Plon, 1862 (ark:/12148/bpt6k10492823)"
1862,TN_JEW_MATMATA,Matmata,مطماطة,HSU_MATMATA,South,33.5439,9.9678,73,73,0,0,0,"Victor Guérin, Voyage archéologique dans la Régence de Tunis, Paris: Plon, 1862 (ark:/12148/bpt6k10492823)"
1888,TN_JEW_TUNIS_HARA,Tunis (La Hara - Médina),تونس (الحارة),HSU_TUNIS,North-East,36.8015,10.1695,16347,15530,0,817,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TUNIS_VILLE_NOUVELLE,Tunis (Ville Nouvelle / Lafayette),تونس (المدينة الحديثة),HSU_TUNIS,North-East,36.8085,10.1795,7255,6892,0,363,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_LA_GOULETTE,La Goulette,حلق الوادي,HSU_TUNIS,North-East,36.8181,10.305,1703,1703,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_ARIANA,Ariana,أريانة,HSU_TUNIS,North-East,36.8625,10.1956,649,649,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_LA_MARSA,La Marsa,المرسى,HSU_TUNIS,North-East,36.8781,10.3247,364,364,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_HAMMAM_LIF,Hammam-Lif,حمام الأنف,HSU_TUNIS,North-East,36.7297,10.3392,539,539,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_NABEUL,Nabeul,نابل,HSU_NABEUL,North-East,36.4561,10.7376,1647,1647,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_HAMMAMET,Hammamet,الحمامات,HSU_NABEUL,North-East,36.4,10.6167,143,143,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_GROMBALIA,Grombalia,قرمبالية,HSU_CAP_BON,North-East,36.6,10.5,230,230,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SOLIMAN,Soliman,سليمان,HSU_CAP_BON,North-East,36.6947,10.4908,111,111,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MENZEL_BOUZELFA,Menzel Bouzelfa,منزل بوزلفة,HSU_CAP_BON,North-East,36.6833,10.5833,87,87,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_BIZERTE,Bizerte,بنزرت,HSU_BIZERTE,North-West,37.2744,9.8739,2099,2099,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MATEUR,Mateur,ماطر,HSU_BIZERTE,North-West,37.04,9.665,333,333,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_BEJA,Béja,باجة,HSU_BEJA,North-West,36.7256,9.1817,887,887,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MEDJEZ_EL_BAB,Medjez el-Bab,مجاز الباب,HSU_BEJA,North-West,36.6497,9.6108,246,246,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TESTOUR,Testour,تستور,HSU_BEJA,North-West,36.5542,9.4456,214,214,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SOUK_EL_ARBA,Souk el-Arba (Jendouba),سوق الأربعاء (جندوبة),HSU_JENDOUBA,North-West,36.5011,8.7803,309,309,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TABARKA,Tabarka,طبرقة,HSU_JENDOUBA,North-West,36.9544,8.7581,103,103,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_LE_KEF,Le Kef,الكاف,HSU_LE_KEF,North-West,36.1822,8.7147,760,760,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TEBOURSOUK,Téboursouk,تبرسق,HSU_TEBOURSOUK,North-West,36.4578,9.2483,150,150,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_ZAGHOUAN,Zaghouan,زغوان,HSU_ZAGHOUAN,North-West,36.4028,10.1428,147,147,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SOUSSE,Sousse,سوسة,HSU_SOUSSE,Sahel/Center-East,35.8256,10.6369,3105,2950,0,155,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MONASTIR,Monastir,المنستير,HSU_MONASTIR,Sahel/Center-East,35.7778,10.8261,166,166,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MAHDIA,Mahdia,المهدية,HSU_MAHDIA,Sahel/Center-East,35.5047,11.0622,428,428,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MOKNINE,Moknine,مكنين,HSU_MOKNINE,Sahel/Center-East,35.6267,10.9022,697,697,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_KAIROUAN,Kairouan,القيروان,HSU_KAIROUAN,Center-West,35.6781,10.0964,364,364,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SFAX,Sfax,صفاقس,HSU_SFAX,Sahel/Center-East,34.7406,10.7603,3287,3123,0,164,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_GAFSA,Gafsa,قفصة,HSU_GAFSA,Center-West,34.425,8.7842,626,626,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SBEITLA,Sbeïtla,سبيطلة,HSU_KASSERINE,Center-West,35.2333,9.1333,67,67,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SIDI_BOUZID,Sidi Bouzid,سيدي بوزيد,HSU_SIDI_BOUZID,Center-West,35.0381,9.4858,51,51,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_GABES_JARA,Gabès (Jara),قابس (جارة),HSU_GABES,South,33.8815,10.0982,1532,1532,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_GABES_MENZEL,Gabès (Menzel),قابس (منزل),HSU_GABES,South,33.872,10.105,679,679,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TOZEUR,Tozeur,توزر,HSU_TOZEUR,South,33.9197,8.1336,174,174,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_NEFTA,Nefta,نفطة,HSU_TOZEUR,South,33.8731,7.8778,145,145,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_KEBILI,Kébili,قبلي,HSU_KEBILI,South,33.7044,8.9692,99,99,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_DJERBA_HARA_KEBIRA,Djerba (Hara Kébira - Houmt Souk),جربة (الحارة الكبيرة),HSU_DJERBA,South,33.8767,10.855,2583,2583,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_DJERBA_HARA_SGHIRA,Djerba (Hara Sghira / Er-Riadh - Ghriba),جربة (الحارة الصغيرة / الرياض),HSU_DJERBA,South,33.8156,10.8589,1085,1085,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_ZARZIS,Zarzis,جرجيس,HSU_MEDENINE,South,33.5042,11.1122,861,861,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_BEN_GARDANE,Ben Gardane,بن قردان,HSU_MEDENINE,South,33.1389,11.2167,323,323,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MEDENINE,Médenine,مدنين,HSU_MEDENINE,South,33.3547,10.5053,282,282,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TATAOUINE,Tataouine,تطاوين,HSU_TATAOUINE,South,32.9297,10.4517,364,364,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MATMATA,Matmata,مطماطة,HSU_MATMATA,South,33.5439,9.9678,91,91,0,0,0,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1921,TN_JEW_TUNIS_HARA,Tunis (La Hara - Médina),تونس (الحارة),HSU_TUNIS,North-East,36.8015,10.1695,19644,17483,393,1572,196,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_TUNIS_VILLE_NOUVELLE,Tunis (Ville Nouvelle / Lafayette),تونس (المدينة الحديثة),HSU_TUNIS,North-East,36.8085,10.1795,8718,7760,174,697,87,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_LA_GOULETTE,La Goulette,حلق الوادي,HSU_TUNIS,North-East,36.8181,10.305,1811,1757,36,0,18,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_ARIANA,Ariana,أريانة,HSU_TUNIS,North-East,36.8625,10.1956,691,670,14,0,7,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_LA_MARSA,La Marsa,المرسى,HSU_TUNIS,North-East,36.8781,10.3247,388,376,8,0,4,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_HAMMAM_LIF,Hammam-Lif,حمام الأنف,HSU_TUNIS,North-East,36.7297,10.3392,573,556,11,0,6,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_NABEUL,Nabeul,نابل,HSU_NABEUL,North-East,36.4561,10.7376,1752,1699,35,0,18,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_HAMMAMET,Hammamet,الحمامات,HSU_NABEUL,North-East,36.4,10.6167,152,147,3,0,2,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_GROMBALIA,Grombalia,قرمبالية,HSU_CAP_BON,North-East,36.6,10.5,244,237,5,0,2,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_SOLIMAN,Soliman,سليمان,HSU_CAP_BON,North-East,36.6947,10.4908,118,115,2,0,1,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_MENZEL_BOUZELFA,Menzel Bouzelfa,منزل بوزلفة,HSU_CAP_BON,North-East,36.6833,10.5833,93,90,2,0,1,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_BIZERTE,Bizerte,بنزرت,HSU_BIZERTE,North-West,37.2744,9.8739,2232,2165,45,0,22,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_MATEUR,Mateur,ماطر,HSU_BIZERTE,North-West,37.04,9.665,354,343,7,0,4,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_BEJA,Béja,باجة,HSU_BEJA,North-West,36.7256,9.1817,943,915,19,0,9,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_MEDJEZ_EL_BAB,Medjez el-Bab,مجاز الباب,HSU_BEJA,North-West,36.6497,9.6108,261,253,5,0,3,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_TESTOUR,Testour,تستور,HSU_BEJA,North-West,36.5542,9.4456,227,220,5,0,2,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_SOUK_EL_ARBA,Souk el-Arba (Jendouba),سوق الأربعاء (جندوبة),HSU_JENDOUBA,North-West,36.5011,8.7803,329,319,7,0,3,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_TABARKA,Tabarka,طبرقة,HSU_JENDOUBA,North-West,36.9544,8.7581,110,107,2,0,1,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_LE_KEF,Le Kef,الكاف,HSU_LE_KEF,North-West,36.1822,8.7147,809,785,16,0,8,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_TEBOURSOUK,Téboursouk,تبرسق,HSU_TEBOURSOUK,North-West,36.4578,9.2483,160,155,3,0,2,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_ZAGHOUAN,Zaghouan,زغوان,HSU_ZAGHOUAN,North-West,36.4028,10.1428,156,151,3,0,2,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_SOUSSE,Sousse,سوسة,HSU_SOUSSE,Sahel/Center-East,35.8256,10.6369,3302,2939,66,264,33,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_MONASTIR,Monastir,المنستير,HSU_MONASTIR,Sahel/Center-East,35.7778,10.8261,177,171,4,0,2,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_MAHDIA,Mahdia,المهدية,HSU_MAHDIA,Sahel/Center-East,35.5047,11.0622,455,441,9,0,5,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
1921,TN_JEW_MOKNINE,Moknine,مكنين,HSU_MOKNINE,Sahel/Center-East,35.6267,10.9022,741,719,15,0,7,"Statistique générale de la Tunisie, Dénombrement de 1921, Tunis, 1922 (ark:/12148/cb32755776c)"
