cheikhat_id,name_fr,name_ar,parent_caidat,parent_controle_civil,hsu_id,region_macro,lat,lon,sga_50k_sheet,fiscal_status
CH_0012,Cheikhat Henchir El Bey Tunis,مشيخة هنشير الباي ت,Caïdat de TUNIS,TN_CC_TUNIS,HSU_TUNIS,North-East,36.8465,10.2515,Feuille Tunis (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0013,Cheikhat Centre Bizerte Maritime,مشيخة المركز بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.2744,9.8739,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0014,Cheikhat Nord Bizerte Maritime,مشيخة الشمال بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.3244,9.8939,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0015,Cheikhat Sud Bizerte Maritime,مشيخة الجنوب بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.2244,9.8539,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0016,Cheikhat Est Bizerte Maritime,مشيخة الشرق بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.2944,9.9339,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0017,Cheikhat Ouest Bizerte Maritime,مشيخة الغرب بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.2544,9.8139,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0018,Cheikhat Oulad Mansour Bizerte Maritime,مشيخة أولاد منصور بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.3444,9.8339,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0019,Cheikhat Oulad Ali Bizerte Maritime,مشيخة أولاد علي بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.2144,9.9239,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0020,Cheikhat Oulad Salem Bizerte Maritime,مشيخة أولاد سالم بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.3044,9.7939,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0021,Cheikhat Beni Zid Bizerte Maritime,مشيخة بني زيد بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.1944,9.9039,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0022,Cheikhat El Ksar Bizerte Maritime,مشيخة القصر بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.2844,9.8539,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0023,Cheikhat Zaouia Bizerte Maritime,مشيخة الزاوية بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.2444,9.9139,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0024,Cheikhat Henchir El Bey Bizerte Maritime,مشيخة هنشير الباي بنزرت الكبرى,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_BIZERTE,North-East,37.3144,9.9439,Feuille Bizerte Maritime (SGA No. 422),Soumis au Kanoun et à l'Achour
CH_0025,Cheikhat Centre Mateur - Ichkeul,مشيخة المركز ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.04,9.665,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0026,Cheikhat Nord Mateur - Ichkeul,مشيخة الشمال ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.09,9.685,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0027,Cheikhat Sud Mateur - Ichkeul,مشيخة الجنوب ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,36.99,9.645,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0028,Cheikhat Est Mateur - Ichkeul,مشيخة الشرق ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.06,9.725,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0029,Cheikhat Ouest Mateur - Ichkeul,مشيخة الغرب ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.02,9.605,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0030,Cheikhat Oulad Mansour Mateur - Ichkeul,مشيخة أولاد منصور ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.11,9.625,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0031,Cheikhat Oulad Ali Mateur - Ichkeul,مشيخة أولاد علي ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,36.98,9.715,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0032,Cheikhat Oulad Salem Mateur - Ichkeul,مشيخة أولاد سالم ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.07,9.585,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0033,Cheikhat Beni Zid Mateur - Ichkeul,مشيخة بني زيد ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,36.96,9.695,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0034,Cheikhat El Ksar Mateur - Ichkeul,مشيخة القصر ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.05,9.645,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0035,Cheikhat Zaouia Mateur - Ichkeul,مشيخة الزاوية ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.01,9.705,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0036,Cheikhat Henchir El Bey Mateur - Ichkeul,مشيخة هنشير الباي ماطر,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_MATEUR,North-East,37.08,9.735,Feuille Mateur - Ichkeul (SGA No. 418),Soumis au Kanoun et à l'Achour
CH_0037,Cheikhat Centre Tébourba - Basse Medjerda,مشيخة المركز طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.83,9.84,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0038,Cheikhat Nord Tébourba - Basse Medjerda,مشيخة الشمال طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.88,9.86,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0039,Cheikhat Sud Tébourba - Basse Medjerda,مشيخة الجنوب طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.78,9.82,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0040,Cheikhat Est Tébourba - Basse Medjerda,مشيخة الشرق طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.85,9.9,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0041,Cheikhat Ouest Tébourba - Basse Medjerda,مشيخة الغرب طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.81,9.78,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0042,Cheikhat Oulad Mansour Tébourba - Basse Medjerda,مشيخة أولاد منصور طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.9,9.8,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0043,Cheikhat Oulad Ali Tébourba - Basse Medjerda,مشيخة أولاد علي طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.77,9.89,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0044,Cheikhat Oulad Salem Tébourba - Basse Medjerda,مشيخة أولاد سالم طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.86,9.76,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0045,Cheikhat Beni Zid Tébourba - Basse Medjerda,مشيخة بني زيد طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.75,9.87,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0046,Cheikhat El Ksar Tébourba - Basse Medjerda,مشيخة القصر طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.84,9.82,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0047,Cheikhat Zaouia Tébourba - Basse Medjerda,مشيخة الزاوية طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.8,9.88,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0048,Cheikhat Henchir El Bey Tébourba - Basse Medjerda,مشيخة هنشير الباي طبربة,Caïdat de BIZERTE,TN_CC_BIZERTE,HSU_TEBOURBA,North-East,36.87,9.91,Feuille Tébourba - Basse Medjerda (SGA No. 417),Soumis au Kanoun et à l'Achour
CH_0049,Cheikhat Centre Béja,مشيخة المركز باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7256,9.1817,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0050,Cheikhat Nord Béja,مشيخة الشمال باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7756,9.2017,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0051,Cheikhat Sud Béja,مشيخة الجنوب باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.6756,9.1617,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0052,Cheikhat Est Béja,مشيخة الشرق باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7456,9.2417,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0053,Cheikhat Ouest Béja,مشيخة الغرب باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7056,9.1217,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0054,Cheikhat Oulad Mansour Béja,مشيخة أولاد منصور باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7956,9.1417,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0055,Cheikhat Oulad Ali Béja,مشيخة أولاد علي باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.6656,9.2317,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0056,Cheikhat Oulad Salem Béja,مشيخة أولاد سالم باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7556,9.1017,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0057,Cheikhat Beni Zid Béja,مشيخة بني زيد باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.6456,9.2117,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0058,Cheikhat El Ksar Béja,مشيخة القصر باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7356,9.1617,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0059,Cheikhat Zaouia Béja,مشيخة الزاوية باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.6956,9.2217,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0060,Cheikhat Henchir El Bey Béja,مشيخة هنشير الباي باجة,Caïdat de BEJA,TN_CC_BEJA,HSU_BEJA,North-West,36.7656,9.2517,Feuille Béja (SGA No. 413),Soumis au Kanoun et à l'Achour
CH_0061,Cheikhat Centre Medjez el-Bab,مشيخة المركز مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.65,9.61,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0062,Cheikhat Nord Medjez el-Bab,مشيخة الشمال مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.7,9.63,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0063,Cheikhat Sud Medjez el-Bab,مشيخة الجنوب مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.6,9.59,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0064,Cheikhat Est Medjez el-Bab,مشيخة الشرق مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.67,9.67,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0065,Cheikhat Ouest Medjez el-Bab,مشيخة الغرب مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.63,9.55,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0066,Cheikhat Oulad Mansour Medjez el-Bab,مشيخة أولاد منصور مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.72,9.57,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0067,Cheikhat Oulad Ali Medjez el-Bab,مشيخة أولاد علي مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.59,9.66,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0068,Cheikhat Oulad Salem Medjez el-Bab,مشيخة أولاد سالم مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.68,9.53,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0069,Cheikhat Beni Zid Medjez el-Bab,مشيخة بني زيد مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.57,9.64,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0070,Cheikhat El Ksar Medjez el-Bab,مشيخة القصر مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.66,9.59,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0071,Cheikhat Zaouia Medjez el-Bab,مشيخة الزاوية مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.62,9.65,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0072,Cheikhat Henchir El Bey Medjez el-Bab,مشيخة هنشير الباي مجاز الباب,Caïdat de BEJA,TN_CC_BEJA,HSU_MEDJEZ_EL_BAB,North-West,36.69,9.68,Feuille Medjez el-Bab (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0073,Cheikhat Centre Nefza,مشيخة المركز نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.95,9.07,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0074,Cheikhat Nord Nefza,مشيخة الشمال نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,37.0,9.09,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0075,Cheikhat Sud Nefza,مشيخة الجنوب نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.9,9.05,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0076,Cheikhat Est Nefza,مشيخة الشرق نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.97,9.13,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0077,Cheikhat Ouest Nefza,مشيخة الغرب نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.93,9.01,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0078,Cheikhat Oulad Mansour Nefza,مشيخة أولاد منصور نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,37.02,9.03,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0079,Cheikhat Oulad Ali Nefza,مشيخة أولاد علي نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.89,9.12,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0080,Cheikhat Oulad Salem Nefza,مشيخة أولاد سالم نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.98,8.99,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0081,Cheikhat Beni Zid Nefza,مشيخة بني زيد نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.87,9.1,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0082,Cheikhat El Ksar Nefza,مشيخة القصر نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.96,9.05,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0083,Cheikhat Zaouia Nefza,مشيخة الزاوية نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.92,9.11,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0084,Cheikhat Henchir El Bey Nefza,مشيخة هنشير الباي نفزة,Caïdat de BEJA,TN_CC_BEJA,HSU_NEFZA,North-West,36.99,9.14,Feuille Nefza (SGA No. 414),Soumis au Kanoun et à l'Achour
CH_0085,Cheikhat Centre Jendouba,مشيخة المركز جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.5011,8.7803,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0086,Cheikhat Nord Jendouba,مشيخة الشمال جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.5511,8.8003,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0087,Cheikhat Sud Jendouba,مشيخة الجنوب جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.4511,8.7603,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0088,Cheikhat Est Jendouba,مشيخة الشرق جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.5211,8.8403,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0089,Cheikhat Ouest Jendouba,مشيخة الغرب جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.4811,8.7203,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0090,Cheikhat Oulad Mansour Jendouba,مشيخة أولاد منصور جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.5711,8.7403,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0091,Cheikhat Oulad Ali Jendouba,مشيخة أولاد علي جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.4411,8.8303,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0092,Cheikhat Oulad Salem Jendouba,مشيخة أولاد سالم جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.5311,8.7003,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0093,Cheikhat Beni Zid Jendouba,مشيخة بني زيد جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.4211,8.8103,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0094,Cheikhat El Ksar Jendouba,مشيخة القصر جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.5111,8.7603,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0095,Cheikhat Zaouia Jendouba,مشيخة الزاوية جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.4711,8.8203,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0096,Cheikhat Henchir El Bey Jendouba,مشيخة هنشير الباي جند,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,North-West,36.5411,8.8503,Feuille Jendouba (SGA No. 408),Soumis au Kanoun et à l'Achour
CH_0097,Cheikhat Centre Boussalem,مشيخة المركز ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.6111,8.9694,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0098,Cheikhat Nord Boussalem,مشيخة الشمال ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.6611,8.9894,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0099,Cheikhat Sud Boussalem,مشيخة الجنوب ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.5611,8.9494,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0100,Cheikhat Est Boussalem,مشيخة الشرق ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.6311,9.0294,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0101,Cheikhat Ouest Boussalem,مشيخة الغرب ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.5911,8.9094,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0102,Cheikhat Oulad Mansour Boussalem,مشيخة أولاد منصور ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.6811,8.9294,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0103,Cheikhat Oulad Ali Boussalem,مشيخة أولاد علي ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.5511,9.0194,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0104,Cheikhat Oulad Salem Boussalem,مشيخة أولاد سالم ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.6411,8.8894,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
CH_0105,Cheikhat Beni Zid Boussalem,مشيخة بني زيد ب,Caïdat de SOUK_EL_ARBA,TN_CC_SOUK_EL_ARBA,HSU_SOUK_EL_KHEMIS,North-West,36.5311,8.9994,Feuille Boussalem (SGA No. 410),Soumis au Kanoun et à l'Achour
